dataset,input_sha256,codebook_version,codebook_sha256,prompt_version,prompt_sha256,schema_sha256,no_tools_policy_sha256,task_prompt_sha256,requested_model,batch_name,input_rows,gemini_cli_version,attempt,return_code,status,error,completed_at_utc,usage_models,usage_tools,usage_files,metadata_path,normalised_text_fields,recovered_at_utc,normalised_hierarchy_fields
production,3252ff85cf594f9672ad5c4c85b6e662b2a23c148fdf7ece7bcf83ea555b73f5,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,55cb40bda7aa7931a817e67c72f542393e8b4c5aee213b6ea8e1de7a1a2b748b,gemini-3-flash-preview,critic_batch_004_01.jsonl,10,0.46.0,1,0,valid,,2026-06-15T11:57:10.819077+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 41964}, 'tokens': {'input': 4603, 'prompt': 16830, 'candidates': 1295, 'total': 24632, 'cached': 12227, 'thoughts': 6507, 'tool': 0}, 'roles': {'main': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 41964, 'tokens': {'input': 4603, 'prompt': 16830, 'candidates': 1295, 'total': 24632, 'cached': 12227, 'thoughts': 6507, 'tool': 0}}}}}","{'totalCalls': 0, 'totalSuccess': 0, 'totalFail': 0, 'totalDurationMs': 0, 'totalDecisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_004_01/attempt_01_metadata.json,0.0,,0.0
production,81fc96139ba44801225d4d998e6ac462894da6a7361c22aecd210fea4325a801,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,22bd4d71dcbcebbbd9e7f30b5b49d1366e040b2484f69dd4440a8ba1f3b2e039,gemini-3-flash-preview,critic_batch_004_02.jsonl,10,0.46.0,1,0,valid,,2026-06-15T11:57:59.248027+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 43507}, 'tokens': {'input': 17162, 'prompt': 17162, 'candidates': 1305, 'total': 26863, 'cached': 0, 'thoughts': 8396, 'tool': 0}, 'roles': {'main': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 43507, 'tokens': {'input': 17162, 'prompt': 17162, 'candidates': 1305, 'total': 26863, 'cached': 0, 'thoughts': 8396, 'tool': 0}}}}}","{'totalCalls': 0, 'totalSuccess': 0, 'totalFail': 0, 'totalDurationMs': 0, 'totalDecisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_004_02/attempt_01_metadata.json,0.0,,0.0
production,406bf382db6bd848d13a98666cc29d182a18f5bfd4e30b3db3e306063e325457,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,4fde59b2c81f248d9fd3074248d1162ea42eaab4ac871e43ac7438f22a01ea02,gemini-3-flash-preview,critic_batch_004_03.jsonl,10,0.46.0,1,0,valid,,2026-06-15T11:58:50.657689+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 46687}, 'tokens': {'input': 4452, 'prompt': 16679, 'candidates': 1250, 'total': 25472, 'cached': 12227, 'thoughts': 7543, 'tool': 0}, 'roles': {'main': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 46687, 'tokens': {'input': 4452, 'prompt': 16679, 'candidates': 1250, 'total': 25472, 'cached': 12227, 'thoughts': 7543, 'tool': 0}}}}}","{'totalCalls': 0, 'totalSuccess': 0, 'totalFail': 0, 'totalDurationMs': 0, 'totalDecisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_004_03/attempt_01_metadata.json,0.0,,0.0
production,d6690b6baa1c83cd2f999c675683c9320f02b6ba0d42d0a9603dc9ecb9048592,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,4e1253c812c7ba23c69bde94c4da81cde88bdf1bf49a2909cfba828a52e9992e,gemini-3-flash-preview,critic_batch_004_04.jsonl,10,0.46.0,1,0,valid,,2026-06-15T11:59:36.017060+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 41023}, 'tokens': {'input': 4471, 'prompt': 16698, 'candidates': 1767, 'total': 24001, 'cached': 12227, 'thoughts': 5536, 'tool': 0}, 'roles': {'main': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 41023, 'tokens': {'input': 4471, 'prompt': 16698, 'candidates': 1767, 'total': 24001, 'cached': 12227, 'thoughts': 5536, 'tool': 0}}}}}","{'totalCalls': 0, 'totalSuccess': 0, 'totalFail': 0, 'totalDurationMs': 0, 'totalDecisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_004_04/attempt_01_metadata.json,0.0,,0.0
production,d69e872f43c5d66f842f96c76c80d858cb02a9388ecdaf0090040ad24519ab1b,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,43b0f5732ce40cad0d88af1b94636fa75be4624f053a9229ac4a31064d3445e3,gemini-3-flash-preview,critic_batch_004_05.jsonl,10,0.46.0,1,0,valid,,2026-06-15T12:00:24.593608+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 44101}, 'tokens': {'input': 4436, 'prompt': 16663, 'candidates': 1256, 'total': 25068, 'cached': 12227, 'thoughts': 7149, 'tool': 0}, 'roles': {'main': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 44101, 'tokens': {'input': 4436, 'prompt': 16663, 'candidates': 1256, 'total': 25068, 'cached': 12227, 'thoughts': 7149, 'tool': 0}}}}}","{'totalCalls': 0, 'totalSuccess': 0, 'totalFail': 0, 'totalDurationMs': 0, 'totalDecisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_004_05/attempt_01_metadata.json,0.0,,0.0
production,c124d6d971f1fe677daaff55666c26f6a0d5ce70ddad1d25cee2c6537a1d615f,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,6b11da9b7977f2747eeb504f5e9c8bb858a77fd914f2755208634b6c668920a1,gemini-3-flash-preview,critic_batch_004_06.jsonl,10,0.46.0,1,0,valid,,2026-06-15T12:01:45.485356+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 5, 'totalErrors': 2, 'totalLatencyMs': 58068}, 'tokens': {'input': 10064, 'prompt': 54852, 'candidates': 1887, 'total': 65186, 'cached': 44788, 'thoughts': 8447, 'tool': 0}, 'roles': {'main': {'totalRequests': 5, 'totalErrors': 2, 'totalLatencyMs': 58068, 'tokens': {'input': 10064, 'prompt': 54852, 'candidates': 1887, 'total': 65186, 'cached': 44788, 'thoughts': 8447, 'tool': 0}}}}}","{'totalCalls': 2, 'totalSuccess': 1, 'totalFail': 1, 'totalDurationMs': 11, 'totalDecisions': {'accept': 1, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {'activate_skill': {'count': 1, 'success': 0, 'fail': 1, 'durationMs': 0, 'decisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}}, 'update_topic': {'count': 1, 'success': 1, 'fail': 0, 'durationMs': 11, 'decisions': {'accept': 1, 'reject': 0, 'modify': 0, 'auto_accept': 0}}}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_004_06/attempt_01_metadata.json,0.0,,0.0
production,64b5947bf3b34307be782dfe9b49c75352cc2154ea5c087a9cf6a0823ea72392,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,a0ab3d32875e613d06ea3b5e28c68c78c464af4a6235f5a7fd278888d983c95a,gemini-3-flash-preview,critic_batch_004_07.jsonl,10,0.46.0,1,0,valid,,2026-06-15T12:02:52.247389+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 61969}, 'tokens': {'input': 17399, 'prompt': 17399, 'candidates': 1662, 'total': 28796, 'cached': 0, 'thoughts': 9735, 'tool': 0}, 'roles': {'main': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 61969, 'tokens': {'input': 17399, 'prompt': 17399, 'candidates': 1662, 'total': 28796, 'cached': 0, 'thoughts': 9735, 'tool': 0}}}}}","{'totalCalls': 0, 'totalSuccess': 0, 'totalFail': 0, 'totalDurationMs': 0, 'totalDecisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_004_07/attempt_01_metadata.json,0.0,,0.0
production,926790ff4c2d0bc1c6dcf5a81335edd5ef4f1b89df0874e1ab168be6b84d7179,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,a0b18be5ef7698acd7889905e138b34b7bb233451aeb9e7af51ddf184a36b497,gemini-3-flash-preview,critic_batch_004_08.jsonl,5,0.46.0,1,0,valid,,2026-06-15T12:03:25.120136+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 28353}, 'tokens': {'input': 3846, 'prompt': 16070, 'candidates': 883, 'total': 20741, 'cached': 12224, 'thoughts': 3788, 'tool': 0}, 'roles': {'main': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 28353, 'tokens': {'input': 3846, 'prompt': 16070, 'candidates': 883, 'total': 20741, 'cached': 12224, 'thoughts': 3788, 'tool': 0}}}}}","{'totalCalls': 0, 'totalSuccess': 0, 'totalFail': 0, 'totalDurationMs': 0, 'totalDecisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_004_08/attempt_01_metadata.json,0.0,,0.0
production,cb08d59e778aaf7300a07b9b06181ef96337909ba1f9fe48d12af6a0e508bc2d,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,c8dc565764d3c8d1f6da59433dda53f639d1dee8e5fc860155217faa3bd0d10e,gemini-3-flash-preview,critic_batch_005_01.jsonl,10,0.46.0,1,0,valid,,2026-06-15T12:04:19.087138+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 49541}, 'tokens': {'input': 5155, 'prompt': 17384, 'candidates': 1693, 'total': 25686, 'cached': 12229, 'thoughts': 6609, 'tool': 0}, 'roles': {'main': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 49541, 'tokens': {'input': 5155, 'prompt': 17384, 'candidates': 1693, 'total': 25686, 'cached': 12229, 'thoughts': 6609, 'tool': 0}}}}}","{'totalCalls': 0, 'totalSuccess': 0, 'totalFail': 0, 'totalDurationMs': 0, 'totalDecisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_005_01/attempt_01_metadata.json,0.0,,0.0
production,d24b4ea6efe50546e6ccf0bec0084a82a58effbc5c3264fecb2c0b53e23e9689,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,91492e7df7f5b54250fc1ba1d6404b4a4812bae4e3a4fa64647e09dc1da8e8b4,gemini-3-flash-preview,critic_batch_005_02.jsonl,10,0.46.0,1,0,valid,,2026-06-15T12:05:22.680429+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 58816}, 'tokens': {'input': 4610, 'prompt': 16837, 'candidates': 1691, 'total': 26518, 'cached': 12227, 'thoughts': 7990, 'tool': 0}, 'roles': {'main': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 58816, 'tokens': {'input': 4610, 'prompt': 16837, 'candidates': 1691, 'total': 26518, 'cached': 12227, 'thoughts': 7990, 'tool': 0}}}}}","{'totalCalls': 0, 'totalSuccess': 0, 'totalFail': 0, 'totalDurationMs': 0, 'totalDecisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_005_02/attempt_01_metadata.json,0.0,,0.0
production,f474cff98f3bf5c5b2a257259f47a885159c645e9c3ec3bececc8d42cc8e33bd,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,bee6dbf579976b13676ee9923717093db9835ebb9fd08798a86cd6ed552d7284,gemini-3-flash-preview,critic_batch_005_03.jsonl,10,0.46.0,1,0,valid,,2026-06-15T12:06:21.702950+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 54162}, 'tokens': {'input': 4571, 'prompt': 16798, 'candidates': 1753, 'total': 25924, 'cached': 12227, 'thoughts': 7373, 'tool': 0}, 'roles': {'main': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 54162, 'tokens': {'input': 4571, 'prompt': 16798, 'candidates': 1753, 'total': 25924, 'cached': 12227, 'thoughts': 7373, 'tool': 0}}}}}","{'totalCalls': 0, 'totalSuccess': 0, 'totalFail': 0, 'totalDurationMs': 0, 'totalDecisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_005_03/attempt_01_metadata.json,0.0,,0.0
production,e2f3e6af5f4e3954cab537ba4fcad63ddb3d9c186a7fd802d7446c258c29be9b,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,2e1ecfa1a67ed2dcd8cc916b6f4ebc278418491c3153e87f2b7e197d415010d4,gemini-3-flash-preview,critic_batch_005_04.jsonl,10,0.46.0,1,0,valid,,2026-06-15T12:07:12.636806+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 46402}, 'tokens': {'input': 5033, 'prompt': 17262, 'candidates': 1297, 'total': 25070, 'cached': 12229, 'thoughts': 6511, 'tool': 0}, 'roles': {'main': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 46402, 'tokens': {'input': 5033, 'prompt': 17262, 'candidates': 1297, 'total': 25070, 'cached': 12229, 'thoughts': 6511, 'tool': 0}}}}}","{'totalCalls': 0, 'totalSuccess': 0, 'totalFail': 0, 'totalDurationMs': 0, 'totalDecisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_005_04/attempt_01_metadata.json,0.0,,0.0
production,1748f5e0bb000ddc990f0b5529dd7788664a7018fe728311e408a0ab2e5df616,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,03109c2f0f771f2c76031ebe95c7d02b25c9dd17ead6b361712fc13ebd560656,gemini-3-flash-preview,critic_batch_005_05.jsonl,10,0.46.0,1,0,valid,,2026-06-15T12:07:35.680409+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 2, 'totalErrors': 0, 'totalLatencyMs': 18141}, 'tokens': {'input': 5266, 'prompt': 33751, 'candidates': 1901, 'total': 35652, 'cached': 28485, 'thoughts': 0, 'tool': 0}, 'roles': {'main': {'totalRequests': 2, 'totalErrors': 0, 'totalLatencyMs': 18141, 'tokens': {'input': 5266, 'prompt': 33751, 'candidates': 1901, 'total': 35652, 'cached': 28485, 'thoughts': 0, 'tool': 0}}}}}","{'totalCalls': 2, 'totalSuccess': 1, 'totalFail': 1, 'totalDurationMs': 12, 'totalDecisions': {'accept': 1, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {'update_topic': {'count': 1, 'success': 1, 'fail': 0, 'durationMs': 12, 'decisions': {'accept': 1, 'reject': 0, 'modify': 0, 'auto_accept': 0}}, 'activate_skill': {'count': 1, 'success': 0, 'fail': 1, 'durationMs': 0, 'decisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}}}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_005_05/attempt_01_metadata.json,0.0,,4.0
production,ad0d4339a04bee16a6f6eabee68531b45618948e06db6cfb07118fa80c67b0b1,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,bda48bcd72c9e6700c7aded62fb30790a235a7547763eef81e28746da3c76bd4,gemini-3-flash-preview,critic_batch_005_06.jsonl,10,0.46.0,1,0,valid,,2026-06-15T12:10:51.276907+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 31, 'totalErrors': 14, 'totalLatencyMs': 105964}, 'tokens': {'input': 36895, 'prompt': 324670, 'candidates': 3407, 'total': 333085, 'cached': 287775, 'thoughts': 5008, 'tool': 0}, 'roles': {'main': {'totalRequests': 31, 'totalErrors': 14, 'totalLatencyMs': 105964, 'tokens': {'input': 36895, 'prompt': 324670, 'candidates': 3407, 'total': 333085, 'cached': 287775, 'thoughts': 5008, 'tool': 0}}}}}","{'totalCalls': 32, 'totalSuccess': 16, 'totalFail': 16, 'totalDurationMs': 50, 'totalDecisions': {'accept': 16, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {'update_topic': {'count': 16, 'success': 16, 'fail': 0, 'durationMs': 50, 'decisions': {'accept': 16, 'reject': 0, 'modify': 0, 'auto_accept': 0}}, 'run_shell_command': {'count': 16, 'success': 0, 'fail': 16, 'durationMs': 0, 'decisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}}}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_005_06/attempt_01_metadata.json,0.0,,0.0
production,1f0df581657b5e3c25954df79b7b0fbb25a11973e2139ea823cb6ca30344132a,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,02bfe3fd924f39def0ab2d5bc60639c9cdf9d9646a7b4a771fada6c31843bbe5,gemini-3-flash-preview,critic_batch_005_07.jsonl,10,0.46.0,1,0,valid,,2026-06-15T12:12:05.170989+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 68780}, 'tokens': {'input': 4738, 'prompt': 16966, 'candidates': 1374, 'total': 29123, 'cached': 12228, 'thoughts': 10783, 'tool': 0}, 'roles': {'main': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 68780, 'tokens': {'input': 4738, 'prompt': 16966, 'candidates': 1374, 'total': 29123, 'cached': 12228, 'thoughts': 10783, 'tool': 0}}}}}","{'totalCalls': 0, 'totalSuccess': 0, 'totalFail': 0, 'totalDurationMs': 0, 'totalDecisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_005_07/attempt_01_metadata.json,0.0,,0.0
production,e066f2a072c820c4b06f2d79e23c52016848150d09b1359368791b577bac352d,v0.4,21d44cd1dfb3e3917a32b8384bd7ac767008f0900a0dc75268874dacfa6db8a9,critic_v5,844efacaaf2ca201eea1cf8d41f6fb7f5cedf8715f4de2b8942ab2c07fcd517b,24fbb2e05163af3e134f5043cc49a2d2fe939f8dca79beaf1990ee503cb26d99,eeb3f33a55b9a9a59c030f858dc4333d75e00af1c6738b633308265d268214fc,30d92e2d48c0cbcbfbd3494e23ccddcc76b74bfd35180f91968cba1a1db4b55e,gemini-3-flash-preview,critic_batch_005_08.jsonl,5,0.46.0,1,0,valid,,2026-06-15T12:12:46.596996+00:00,"{'gemini-3-flash-preview': {'api': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 36600}, 'tokens': {'input': 3641, 'prompt': 15865, 'candidates': 702, 'total': 21505, 'cached': 12224, 'thoughts': 4938, 'tool': 0}, 'roles': {'main': {'totalRequests': 1, 'totalErrors': 0, 'totalLatencyMs': 36600, 'tokens': {'input': 3641, 'prompt': 15865, 'candidates': 702, 'total': 21505, 'cached': 12224, 'thoughts': 4938, 'tool': 0}}}}}","{'totalCalls': 0, 'totalSuccess': 0, 'totalFail': 0, 'totalDurationMs': 0, 'totalDecisions': {'accept': 0, 'reject': 0, 'modify': 0, 'auto_accept': 0}, 'byName': {}}","{'totalLinesAdded': 0, 'totalLinesRemoved': 0}",data/interim/lsc/classification/llm_annotation/gemini/production/runs/gemini-3-flash-preview/critic_batch_005_08/attempt_01_metadata.json,0.0,,0.0
