critic_batch_name,source_batch_name,source_chunk_number,critic_batch_size,rows,annotation_id_start,annotation_id_end,source_input_sha256,source_output_sha256,critic_input_sha256,prompt_version,codebook_version
critic_batch_002_03.jsonl,annotator_batch_002.jsonl,3,10,10,llm_train_00096,llm_train_00105,eeb76775af42a6f52c124bfd2ef692d96ad3c2927fb7908edd684e5ca37f56e7,5c2ea2aeeea520093366e6696ea739510ebcd18b78c0c081d24bb5eadba7f5f2,7c800b82ca3bdbaba939fce1840027f2fea062dfc657202e2be0e295dc6a7686,critic_v5,v0.4
critic_batch_002_04.jsonl,annotator_batch_002.jsonl,4,10,10,llm_train_00106,llm_train_00115,eeb76775af42a6f52c124bfd2ef692d96ad3c2927fb7908edd684e5ca37f56e7,5c2ea2aeeea520093366e6696ea739510ebcd18b78c0c081d24bb5eadba7f5f2,8337297d4c012e6bfd9f36e29c7daaf34f7b718990527ba0b313dbb72269fcc4,critic_v5,v0.4
critic_batch_002_05.jsonl,annotator_batch_002.jsonl,5,10,10,llm_train_00116,llm_train_00125,eeb76775af42a6f52c124bfd2ef692d96ad3c2927fb7908edd684e5ca37f56e7,5c2ea2aeeea520093366e6696ea739510ebcd18b78c0c081d24bb5eadba7f5f2,055b0c7e63da77f2a146d6d9ee11528ffaa3d855c9a4d0bca0f352a4c89c2595,critic_v5,v0.4
critic_batch_002_06.jsonl,annotator_batch_002.jsonl,6,10,10,llm_train_00126,llm_train_00135,eeb76775af42a6f52c124bfd2ef692d96ad3c2927fb7908edd684e5ca37f56e7,5c2ea2aeeea520093366e6696ea739510ebcd18b78c0c081d24bb5eadba7f5f2,24bfd7a70d7b493259ea18e674296756be84a957270244b52302bc24ac749e72,critic_v5,v0.4
critic_batch_002_07.jsonl,annotator_batch_002.jsonl,7,10,10,llm_train_00136,llm_train_00145,eeb76775af42a6f52c124bfd2ef692d96ad3c2927fb7908edd684e5ca37f56e7,5c2ea2aeeea520093366e6696ea739510ebcd18b78c0c081d24bb5eadba7f5f2,caa2a63504fefaacf4c1332626522af671e97292f7a09ff76fcec6012645e398,critic_v5,v0.4
critic_batch_002_08.jsonl,annotator_batch_002.jsonl,8,10,5,llm_train_00146,llm_train_00150,eeb76775af42a6f52c124bfd2ef692d96ad3c2927fb7908edd684e5ca37f56e7,5c2ea2aeeea520093366e6696ea739510ebcd18b78c0c081d24bb5eadba7f5f2,3d54b474269a883105dea21e63a5cd38e89efe6e18e0110650c65fe4c011950d,critic_v5,v0.4
critic_batch_003_01.jsonl,annotator_batch_003.jsonl,1,10,10,llm_train_00151,llm_train_00160,d20434b67a6ed6285992753abacc1f6dd9e1487f63fdd3e3ca4dbfb731ecc75d,6228d8978e865889ea720bc69dc9edc8c007c0ca0236b535468a01dcf1048cda,b86c44628f2a48a1990269d881215bc54d5fd6f0f9c7929bc127b9951758606c,critic_v5,v0.4
critic_batch_003_02.jsonl,annotator_batch_003.jsonl,2,10,10,llm_train_00161,llm_train_00170,d20434b67a6ed6285992753abacc1f6dd9e1487f63fdd3e3ca4dbfb731ecc75d,6228d8978e865889ea720bc69dc9edc8c007c0ca0236b535468a01dcf1048cda,2e1d41d3a706386dceb47ee6c568990b21e105f8548c45706841d4a078c921e3,critic_v5,v0.4
critic_batch_003_03.jsonl,annotator_batch_003.jsonl,3,10,10,llm_train_00171,llm_train_00180,d20434b67a6ed6285992753abacc1f6dd9e1487f63fdd3e3ca4dbfb731ecc75d,6228d8978e865889ea720bc69dc9edc8c007c0ca0236b535468a01dcf1048cda,8e1e52989227524168210f96f200379254cf684c6a203f4d6986b268482ccfa4,critic_v5,v0.4
critic_batch_003_04.jsonl,annotator_batch_003.jsonl,4,10,10,llm_train_00181,llm_train_00190,d20434b67a6ed6285992753abacc1f6dd9e1487f63fdd3e3ca4dbfb731ecc75d,6228d8978e865889ea720bc69dc9edc8c007c0ca0236b535468a01dcf1048cda,c0ef7c4603034d3d9dab10aec5203a472b027c0211c9be861b49ea423c533ee9,critic_v5,v0.4
critic_batch_003_05.jsonl,annotator_batch_003.jsonl,5,10,10,llm_train_00191,llm_train_00200,d20434b67a6ed6285992753abacc1f6dd9e1487f63fdd3e3ca4dbfb731ecc75d,6228d8978e865889ea720bc69dc9edc8c007c0ca0236b535468a01dcf1048cda,dce195604368e4dfdbca7736ab7676191d17d9aeb4c125cf9d7bbe410e8cff57,critic_v5,v0.4
critic_batch_003_06.jsonl,annotator_batch_003.jsonl,6,10,10,llm_train_00201,llm_train_00210,d20434b67a6ed6285992753abacc1f6dd9e1487f63fdd3e3ca4dbfb731ecc75d,6228d8978e865889ea720bc69dc9edc8c007c0ca0236b535468a01dcf1048cda,5ea2a760942c7905a638c34c87939e068c894322acde49e7f2c9f41afb57717a,critic_v5,v0.4
critic_batch_003_07.jsonl,annotator_batch_003.jsonl,7,10,10,llm_train_00211,llm_train_00220,d20434b67a6ed6285992753abacc1f6dd9e1487f63fdd3e3ca4dbfb731ecc75d,6228d8978e865889ea720bc69dc9edc8c007c0ca0236b535468a01dcf1048cda,9b87008e40f345e794883b0d1ec84754f1a9b3722542d33518228b6439d7258e,critic_v5,v0.4
critic_batch_003_08.jsonl,annotator_batch_003.jsonl,8,10,5,llm_train_00221,llm_train_00225,d20434b67a6ed6285992753abacc1f6dd9e1487f63fdd3e3ca4dbfb731ecc75d,6228d8978e865889ea720bc69dc9edc8c007c0ca0236b535468a01dcf1048cda,d82eb0ddeea9132520f7d44c094ad4b35a15ab20fb44b5213b2b17aa0cad66d4,critic_v5,v0.4
critic_batch_004_01.jsonl,annotator_batch_004.jsonl,1,10,10,llm_train_00226,llm_train_00235,fe844fedb14b244c0087b11c7c38d0611437cec2a6a909e1131160ed8bfd4ea9,73557e303db0eaad5a6f977f887b41b592a6f7f28b8b6c016eb665b0bd2c077c,3252ff85cf594f9672ad5c4c85b6e662b2a23c148fdf7ece7bcf83ea555b73f5,critic_v5,v0.4
critic_batch_004_02.jsonl,annotator_batch_004.jsonl,2,10,10,llm_train_00236,llm_train_00245,fe844fedb14b244c0087b11c7c38d0611437cec2a6a909e1131160ed8bfd4ea9,73557e303db0eaad5a6f977f887b41b592a6f7f28b8b6c016eb665b0bd2c077c,81fc96139ba44801225d4d998e6ac462894da6a7361c22aecd210fea4325a801,critic_v5,v0.4
critic_batch_004_03.jsonl,annotator_batch_004.jsonl,3,10,10,llm_train_00246,llm_train_00255,fe844fedb14b244c0087b11c7c38d0611437cec2a6a909e1131160ed8bfd4ea9,73557e303db0eaad5a6f977f887b41b592a6f7f28b8b6c016eb665b0bd2c077c,406bf382db6bd848d13a98666cc29d182a18f5bfd4e30b3db3e306063e325457,critic_v5,v0.4
critic_batch_004_04.jsonl,annotator_batch_004.jsonl,4,10,10,llm_train_00256,llm_train_00265,fe844fedb14b244c0087b11c7c38d0611437cec2a6a909e1131160ed8bfd4ea9,73557e303db0eaad5a6f977f887b41b592a6f7f28b8b6c016eb665b0bd2c077c,d6690b6baa1c83cd2f999c675683c9320f02b6ba0d42d0a9603dc9ecb9048592,critic_v5,v0.4
critic_batch_004_05.jsonl,annotator_batch_004.jsonl,5,10,10,llm_train_00266,llm_train_00275,fe844fedb14b244c0087b11c7c38d0611437cec2a6a909e1131160ed8bfd4ea9,73557e303db0eaad5a6f977f887b41b592a6f7f28b8b6c016eb665b0bd2c077c,d69e872f43c5d66f842f96c76c80d858cb02a9388ecdaf0090040ad24519ab1b,critic_v5,v0.4
critic_batch_004_06.jsonl,annotator_batch_004.jsonl,6,10,10,llm_train_00276,llm_train_00285,fe844fedb14b244c0087b11c7c38d0611437cec2a6a909e1131160ed8bfd4ea9,73557e303db0eaad5a6f977f887b41b592a6f7f28b8b6c016eb665b0bd2c077c,c124d6d971f1fe677daaff55666c26f6a0d5ce70ddad1d25cee2c6537a1d615f,critic_v5,v0.4
critic_batch_004_07.jsonl,annotator_batch_004.jsonl,7,10,10,llm_train_00286,llm_train_00295,fe844fedb14b244c0087b11c7c38d0611437cec2a6a909e1131160ed8bfd4ea9,73557e303db0eaad5a6f977f887b41b592a6f7f28b8b6c016eb665b0bd2c077c,64b5947bf3b34307be782dfe9b49c75352cc2154ea5c087a9cf6a0823ea72392,critic_v5,v0.4
critic_batch_004_08.jsonl,annotator_batch_004.jsonl,8,10,5,llm_train_00296,llm_train_00300,fe844fedb14b244c0087b11c7c38d0611437cec2a6a909e1131160ed8bfd4ea9,73557e303db0eaad5a6f977f887b41b592a6f7f28b8b6c016eb665b0bd2c077c,926790ff4c2d0bc1c6dcf5a81335edd5ef4f1b89df0874e1ab168be6b84d7179,critic_v5,v0.4
critic_batch_005_01.jsonl,annotator_batch_005.jsonl,1,10,10,llm_train_00301,llm_train_00310,59e8f0e871792e2794326a5d0d54a2e69cf5cbcac65d3693ec2aeae9262b4d83,2cb5081e96aac2369e2296a5f1c9e894cd3ec0cc72c579c8f8a6243b66e4a9ed,cb08d59e778aaf7300a07b9b06181ef96337909ba1f9fe48d12af6a0e508bc2d,critic_v5,v0.4
critic_batch_005_02.jsonl,annotator_batch_005.jsonl,2,10,10,llm_train_00311,llm_train_00320,59e8f0e871792e2794326a5d0d54a2e69cf5cbcac65d3693ec2aeae9262b4d83,2cb5081e96aac2369e2296a5f1c9e894cd3ec0cc72c579c8f8a6243b66e4a9ed,d24b4ea6efe50546e6ccf0bec0084a82a58effbc5c3264fecb2c0b53e23e9689,critic_v5,v0.4
critic_batch_005_03.jsonl,annotator_batch_005.jsonl,3,10,10,llm_train_00321,llm_train_00330,59e8f0e871792e2794326a5d0d54a2e69cf5cbcac65d3693ec2aeae9262b4d83,2cb5081e96aac2369e2296a5f1c9e894cd3ec0cc72c579c8f8a6243b66e4a9ed,f474cff98f3bf5c5b2a257259f47a885159c645e9c3ec3bececc8d42cc8e33bd,critic_v5,v0.4
critic_batch_005_04.jsonl,annotator_batch_005.jsonl,4,10,10,llm_train_00331,llm_train_00340,59e8f0e871792e2794326a5d0d54a2e69cf5cbcac65d3693ec2aeae9262b4d83,2cb5081e96aac2369e2296a5f1c9e894cd3ec0cc72c579c8f8a6243b66e4a9ed,e2f3e6af5f4e3954cab537ba4fcad63ddb3d9c186a7fd802d7446c258c29be9b,critic_v5,v0.4
critic_batch_005_05.jsonl,annotator_batch_005.jsonl,5,10,10,llm_train_00341,llm_train_00350,59e8f0e871792e2794326a5d0d54a2e69cf5cbcac65d3693ec2aeae9262b4d83,2cb5081e96aac2369e2296a5f1c9e894cd3ec0cc72c579c8f8a6243b66e4a9ed,1748f5e0bb000ddc990f0b5529dd7788664a7018fe728311e408a0ab2e5df616,critic_v5,v0.4
critic_batch_005_06.jsonl,annotator_batch_005.jsonl,6,10,10,llm_train_00351,llm_train_00360,59e8f0e871792e2794326a5d0d54a2e69cf5cbcac65d3693ec2aeae9262b4d83,2cb5081e96aac2369e2296a5f1c9e894cd3ec0cc72c579c8f8a6243b66e4a9ed,ad0d4339a04bee16a6f6eabee68531b45618948e06db6cfb07118fa80c67b0b1,critic_v5,v0.4
critic_batch_005_07.jsonl,annotator_batch_005.jsonl,7,10,10,llm_train_00361,llm_train_00370,59e8f0e871792e2794326a5d0d54a2e69cf5cbcac65d3693ec2aeae9262b4d83,2cb5081e96aac2369e2296a5f1c9e894cd3ec0cc72c579c8f8a6243b66e4a9ed,1f0df581657b5e3c25954df79b7b0fbb25a11973e2139ea823cb6ca30344132a,critic_v5,v0.4
critic_batch_005_08.jsonl,annotator_batch_005.jsonl,8,10,5,llm_train_00371,llm_train_00375,59e8f0e871792e2794326a5d0d54a2e69cf5cbcac65d3693ec2aeae9262b4d83,2cb5081e96aac2369e2296a5f1c9e894cd3ec0cc72c579c8f8a6243b66e4a9ed,e066f2a072c820c4b06f2d79e23c52016848150d09b1359368791b577bac352d,critic_v5,v0.4
critic_batch_006_01.jsonl,annotator_batch_006.jsonl,1,10,10,llm_train_00376,llm_train_00385,23ebd7f0202321b794c42e380e1c45e0c63ced9468c92464f697d58a3a28705e,d10b93818058863c5e15b5ab574a6b9043beed87daabb33d3cf3e30f1d7d151e,24fd36d3f6c3e258e1aeda854975c581161bab8363762855cdb3fad082a95130,critic_v5,v0.4
critic_batch_006_02.jsonl,annotator_batch_006.jsonl,2,10,10,llm_train_00386,llm_train_00395,23ebd7f0202321b794c42e380e1c45e0c63ced9468c92464f697d58a3a28705e,d10b93818058863c5e15b5ab574a6b9043beed87daabb33d3cf3e30f1d7d151e,fb286b95057522fd356cc6f0357274da9dc2ac797af720d592f41215631c3592,critic_v5,v0.4
critic_batch_006_03.jsonl,annotator_batch_006.jsonl,3,10,10,llm_train_00396,llm_train_00405,23ebd7f0202321b794c42e380e1c45e0c63ced9468c92464f697d58a3a28705e,d10b93818058863c5e15b5ab574a6b9043beed87daabb33d3cf3e30f1d7d151e,b2d4d977a63d9dee57d1d70044f87d6c4ad6314d4ee4717772d53c5eb3b0e6ef,critic_v5,v0.4
critic_batch_006_04.jsonl,annotator_batch_006.jsonl,4,10,10,llm_train_00406,llm_train_00415,23ebd7f0202321b794c42e380e1c45e0c63ced9468c92464f697d58a3a28705e,d10b93818058863c5e15b5ab574a6b9043beed87daabb33d3cf3e30f1d7d151e,a3e11fbe842634a0ac28a4ea3154fb7ef680b63c673ab6805474166a55d1e28c,critic_v5,v0.4
critic_batch_006_05.jsonl,annotator_batch_006.jsonl,5,10,10,llm_train_00416,llm_train_00425,23ebd7f0202321b794c42e380e1c45e0c63ced9468c92464f697d58a3a28705e,d10b93818058863c5e15b5ab574a6b9043beed87daabb33d3cf3e30f1d7d151e,9664136778237f812f64bba792941ac87892a12c86319616b54334cb6ac3e77d,critic_v5,v0.4
critic_batch_006_06.jsonl,annotator_batch_006.jsonl,6,10,10,llm_train_00426,llm_train_00435,23ebd7f0202321b794c42e380e1c45e0c63ced9468c92464f697d58a3a28705e,d10b93818058863c5e15b5ab574a6b9043beed87daabb33d3cf3e30f1d7d151e,e7072ef29c60bcaf3d62b1e36c66c18001f2a24348a72f64992e92f4302c2d4f,critic_v5,v0.4
critic_batch_006_07.jsonl,annotator_batch_006.jsonl,7,10,10,llm_train_00436,llm_train_00445,23ebd7f0202321b794c42e380e1c45e0c63ced9468c92464f697d58a3a28705e,d10b93818058863c5e15b5ab574a6b9043beed87daabb33d3cf3e30f1d7d151e,bb03b932550a753de176ae1227e243fa1cf31c8483f6d3a1c15ee5814a32615c,critic_v5,v0.4
critic_batch_006_08.jsonl,annotator_batch_006.jsonl,8,10,5,llm_train_00446,llm_train_00450,23ebd7f0202321b794c42e380e1c45e0c63ced9468c92464f697d58a3a28705e,d10b93818058863c5e15b5ab574a6b9043beed87daabb33d3cf3e30f1d7d151e,1a34a7373ad70b63dc3b8e22c4a4c4b5c2e603dec91770904cdd433d41fdd7ff,critic_v5,v0.4
critic_batch_007_01.jsonl,annotator_batch_007.jsonl,1,10,10,llm_train_00451,llm_train_00460,f2103dda4396ff88ff2ea767bed6cc22d082b605bec47b2e41af8ea27bf6a508,b57fbbcfab0e098b255c02c30033567b84c0f68ec9874a248b73514653005d4d,a23dc537a34fb4c83ad9b7f55a0ec1c96b6541744c8b2449c8bd5ac7177eebd3,critic_v5,v0.4
critic_batch_007_02.jsonl,annotator_batch_007.jsonl,2,10,10,llm_train_00461,llm_train_00470,f2103dda4396ff88ff2ea767bed6cc22d082b605bec47b2e41af8ea27bf6a508,b57fbbcfab0e098b255c02c30033567b84c0f68ec9874a248b73514653005d4d,a82bcb9f912d83a987c770e32945b814aceaf20ff26aba447df1d590370310de,critic_v5,v0.4
critic_batch_007_03.jsonl,annotator_batch_007.jsonl,3,10,10,llm_train_00471,llm_train_00480,f2103dda4396ff88ff2ea767bed6cc22d082b605bec47b2e41af8ea27bf6a508,b57fbbcfab0e098b255c02c30033567b84c0f68ec9874a248b73514653005d4d,3197dfe265d7539de0c8bb5703911743365bd28a9bcd3cbe801001608ff4f058,critic_v5,v0.4
critic_batch_007_04.jsonl,annotator_batch_007.jsonl,4,10,10,llm_train_00481,llm_train_00490,f2103dda4396ff88ff2ea767bed6cc22d082b605bec47b2e41af8ea27bf6a508,b57fbbcfab0e098b255c02c30033567b84c0f68ec9874a248b73514653005d4d,441f3dd2b9b2d392b0d02502cd63cf282c7dad54178fbacd272e5fcc62f9511e,critic_v5,v0.4
critic_batch_007_05.jsonl,annotator_batch_007.jsonl,5,10,10,llm_train_00491,llm_train_00500,f2103dda4396ff88ff2ea767bed6cc22d082b605bec47b2e41af8ea27bf6a508,b57fbbcfab0e098b255c02c30033567b84c0f68ec9874a248b73514653005d4d,45fe6ccf723e11b2a21515b02221ff9261a2a5210c1bd1596bd2ef892e1a84f2,critic_v5,v0.4
critic_batch_007_06.jsonl,annotator_batch_007.jsonl,6,10,10,llm_train_00501,llm_train_00510,f2103dda4396ff88ff2ea767bed6cc22d082b605bec47b2e41af8ea27bf6a508,b57fbbcfab0e098b255c02c30033567b84c0f68ec9874a248b73514653005d4d,af0603431516fe2fb817df0f668b1cba5f171d92b5e09d067ac301a67dd379c3,critic_v5,v0.4
critic_batch_007_07.jsonl,annotator_batch_007.jsonl,7,10,10,llm_train_00511,llm_train_00520,f2103dda4396ff88ff2ea767bed6cc22d082b605bec47b2e41af8ea27bf6a508,b57fbbcfab0e098b255c02c30033567b84c0f68ec9874a248b73514653005d4d,3091eaace75a448dc0fece2882f71dc1df70d9391323706435843b927016e3ad,critic_v5,v0.4
critic_batch_007_08.jsonl,annotator_batch_007.jsonl,8,10,5,llm_train_00521,llm_train_00525,f2103dda4396ff88ff2ea767bed6cc22d082b605bec47b2e41af8ea27bf6a508,b57fbbcfab0e098b255c02c30033567b84c0f68ec9874a248b73514653005d4d,822fa24ebd1457c57d4c3a931df4a6ff9a85586c0041d0197e3ddc96855d8049,critic_v5,v0.4
critic_batch_008_01.jsonl,annotator_batch_008.jsonl,1,10,10,llm_train_00526,llm_train_00535,7dd2dccc847a583cddd8c73f3b36c3badab31d24fe93118ae3cfa19a0d29a577,9204959f79915528940459e4667a31f3a4d4be14863f95254cd631b2da658fc8,2741e2612555782f6ef6710591a020a6154045b67825d843887b706d61c62453,critic_v5,v0.4
critic_batch_008_02.jsonl,annotator_batch_008.jsonl,2,10,10,llm_train_00536,llm_train_00545,7dd2dccc847a583cddd8c73f3b36c3badab31d24fe93118ae3cfa19a0d29a577,9204959f79915528940459e4667a31f3a4d4be14863f95254cd631b2da658fc8,6ed796ef8b7f0651aca661d4ed3e5577339f3b7ab88648e51ef789b0ba0adca2,critic_v5,v0.4
critic_batch_008_03.jsonl,annotator_batch_008.jsonl,3,10,10,llm_train_00546,llm_train_00555,7dd2dccc847a583cddd8c73f3b36c3badab31d24fe93118ae3cfa19a0d29a577,9204959f79915528940459e4667a31f3a4d4be14863f95254cd631b2da658fc8,888f90617033bf3c244c86793bc5c7715baf12ae5f2045c1f94429ba74734ad0,critic_v5,v0.4
critic_batch_008_04.jsonl,annotator_batch_008.jsonl,4,10,10,llm_train_00556,llm_train_00565,7dd2dccc847a583cddd8c73f3b36c3badab31d24fe93118ae3cfa19a0d29a577,9204959f79915528940459e4667a31f3a4d4be14863f95254cd631b2da658fc8,4a4e439ae5e4003ef9d51be1fa6e0a6fcf21907e420746023c33ab49833f5452,critic_v5,v0.4
critic_batch_008_05.jsonl,annotator_batch_008.jsonl,5,10,10,llm_train_00566,llm_train_00575,7dd2dccc847a583cddd8c73f3b36c3badab31d24fe93118ae3cfa19a0d29a577,9204959f79915528940459e4667a31f3a4d4be14863f95254cd631b2da658fc8,c91bc2c5fe2b73ea70308afe692301c6312a376bd325d533fd34578212cbee32,critic_v5,v0.4
critic_batch_008_06.jsonl,annotator_batch_008.jsonl,6,10,10,llm_train_00576,llm_train_00585,7dd2dccc847a583cddd8c73f3b36c3badab31d24fe93118ae3cfa19a0d29a577,9204959f79915528940459e4667a31f3a4d4be14863f95254cd631b2da658fc8,3d39a3216ae982a546a22f3ff6ff8311e370d90b66f792582a8fbe4b567bf5e8,critic_v5,v0.4
critic_batch_008_07.jsonl,annotator_batch_008.jsonl,7,10,10,llm_train_00586,llm_train_00595,7dd2dccc847a583cddd8c73f3b36c3badab31d24fe93118ae3cfa19a0d29a577,9204959f79915528940459e4667a31f3a4d4be14863f95254cd631b2da658fc8,3c92c16d3bd3e2c7483e3eb760738be2f55aae4f8aa5d58d20e689cd1646e161,critic_v5,v0.4
critic_batch_008_08.jsonl,annotator_batch_008.jsonl,8,10,5,llm_train_00596,llm_train_00600,7dd2dccc847a583cddd8c73f3b36c3badab31d24fe93118ae3cfa19a0d29a577,9204959f79915528940459e4667a31f3a4d4be14863f95254cd631b2da658fc8,2c0e58f255b3a301f0a2a142fb9099b88968bc3dad6649515f2a6aa40a29e7cf,critic_v5,v0.4
critic_batch_009_01.jsonl,annotator_batch_009.jsonl,1,10,10,llm_train_00601,llm_train_00610,3513434655131a1b75b95c6d53b5bd2b9d301706e45674001ac893e2227487bf,ef84ee68f58b9802ca18077c534030eb689adc1d0f55f887550acfd0c57de53c,eb2d9a63a901f9b6e15c79c9309ea6cd4ed4fdc5d88075649e8e37ebcd041cb1,critic_v5,v0.4
critic_batch_009_02.jsonl,annotator_batch_009.jsonl,2,10,10,llm_train_00611,llm_train_00620,3513434655131a1b75b95c6d53b5bd2b9d301706e45674001ac893e2227487bf,ef84ee68f58b9802ca18077c534030eb689adc1d0f55f887550acfd0c57de53c,98307ef3976ceafebc0f571b7ee8cd6c948f667770f5f7416b4f96ebfb842270,critic_v5,v0.4
critic_batch_009_03.jsonl,annotator_batch_009.jsonl,3,10,10,llm_train_00621,llm_train_00630,3513434655131a1b75b95c6d53b5bd2b9d301706e45674001ac893e2227487bf,ef84ee68f58b9802ca18077c534030eb689adc1d0f55f887550acfd0c57de53c,310824e999dea5e1eeda1349e01552b57eb4265d1580546115de16edca31ff77,critic_v5,v0.4
critic_batch_009_04.jsonl,annotator_batch_009.jsonl,4,10,10,llm_train_00631,llm_train_00640,3513434655131a1b75b95c6d53b5bd2b9d301706e45674001ac893e2227487bf,ef84ee68f58b9802ca18077c534030eb689adc1d0f55f887550acfd0c57de53c,e5261cde97fec402168069e30031fd69ba0d6a42a883b4ee2e778493d3dc93df,critic_v5,v0.4
critic_batch_009_05.jsonl,annotator_batch_009.jsonl,5,10,10,llm_train_00641,llm_train_00650,3513434655131a1b75b95c6d53b5bd2b9d301706e45674001ac893e2227487bf,ef84ee68f58b9802ca18077c534030eb689adc1d0f55f887550acfd0c57de53c,07e5e0f3ba27b19f0d2dae4893f0988413ed1c0686b0c41d7f643f34625c9113,critic_v5,v0.4
critic_batch_009_06.jsonl,annotator_batch_009.jsonl,6,10,10,llm_train_00651,llm_train_00660,3513434655131a1b75b95c6d53b5bd2b9d301706e45674001ac893e2227487bf,ef84ee68f58b9802ca18077c534030eb689adc1d0f55f887550acfd0c57de53c,35b379c4b4f438d786f808bc1a70b2ca64d4bd13b2f2129dc4780d5adc438bfc,critic_v5,v0.4
critic_batch_009_07.jsonl,annotator_batch_009.jsonl,7,10,10,llm_train_00661,llm_train_00670,3513434655131a1b75b95c6d53b5bd2b9d301706e45674001ac893e2227487bf,ef84ee68f58b9802ca18077c534030eb689adc1d0f55f887550acfd0c57de53c,93afeaef60e80152b1f1af4e7922737119d74953ece261dd73e22cf91f2cbcc0,critic_v5,v0.4
critic_batch_009_08.jsonl,annotator_batch_009.jsonl,8,10,5,llm_train_00671,llm_train_00675,3513434655131a1b75b95c6d53b5bd2b9d301706e45674001ac893e2227487bf,ef84ee68f58b9802ca18077c534030eb689adc1d0f55f887550acfd0c57de53c,0407dfb548bebb63fc52bf24b83eab431e9c9ce1497fb737149ddab2c50e5972,critic_v5,v0.4
