analysis_unit,frame_stratum,frame_label,period,period_order,period_start,period_end,rank,lsc_year,doc_id,registered_domain,raw_form,context_source,context_token_count,avg_distance_to_cell_contexts,distance_percentile_in_cell,distance_z_in_cell,cell_breadth_mean_pairwise_distance,cell_contexts,cell_documents,cell_domains,content_word_hints,snippet
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,4,2020,e251db7d1773ee21,americansportsinstitute.org,attention_deficit,target_sentence,59,0.43467101769193395,0.9992279979413279,4.960803216055501,0.13998470553174813,3886,2765,2450,"help, prevent, disease, disorder, irrefutable, overwhelming, body, research","... stroke, and other chronic diseases, it also helps prevent dementia, insomnia, depression, and anxiety, and serves as an effective measure for reducing the symptoms of <t>attention deficit</t> disorder (ADD) and attention deficit hyperactivity disorder (ADHD)."
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,5,2021,a180167720d52f07,mgmacademy.net,attention_deficit,target_sentence,67,0.4088145944245143,0.9989706639217705,4.525531462982073,0.13998470553174813,3886,2765,2450,"disabilities, behavior, support, wide, array, special, need, include","- We support a wide array of special needs, including: - <t>Attention Deficit</t> Disorder (ADHD/ADD) - Autism - Dyslexia and other reading disabilities - Speech and language communication - Health Impairments - Emotional Behavioral Disabilities - Developmenta ..."
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,6,2021,c50209c2b2b3ea9e,animationisfilm.com,adhd,target_sentence,30,0.3961190864107006,0.9987133299022131,4.311812961696032,0.13998470553174813,3886,2765,2450,"fox, raye, graduate, tisch, school, arts, nyu, rodriguez","Raye graduated from Tisch School of the Arts at NYU, Rodriguez began his career as a director, storyboard artist and character designer at Fox Animation Domination High-Definition (Fox <t>ADHD</t>)."
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,7,2020,5e3dd4256c94545e,scientifictimes.org,attention_deficit,target_sentence,109,0.3926933533628346,0.9984559958826557,4.254143545710523,0.13998470553174813,3886,2765,2450,"asd, age, usually, disorder, onset, population, appear, early","... females and both sexes are affected and maybe he or she undergo in combination with other situation such as: deafness, <t>Attention Deficit</t> Disorder, Down Syndrome, cognitive disabilities, blindness, Cerebral Palsy, Epilepsy, etc the experts says there ar ..."
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,8,2021,14a8cbbcd9f7de94,smarteranalyst.com,adhd,target_sentence,26,0.3923143157717508,0.9981986618630982,4.247762757654672,0.13998470553174813,3886,2765,2450,"follow, review, believe, focus, commercial, effort, newly, expand","Following that review, we believe focusing commercial efforts on our newly expanded portfolio of <t>ADHD</t> and pedriatic products provides the best opportunity to increase shareholder value."
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,9,2019,bfe38e34668b87cd,stateuniversity.com,attention_deficit,target_sentence,16,0.38836866020400795,0.997941327843541,4.181340870983308,0.13998470553174813,3886,2765,2450,"disorder, category, include, psychiatric, disability","This last category includes <t>attention deficit</t> disorder (ADD), attention deficit hyperactivity disorder (ADHD), and psychiatric disabilities."
ADHD,clinical_only,Clinical,2018-2021,2,2018,2021,10,2019,9508867babb4fb1a,ptsdsolutionstherapy.com,attention_deficit,target_sentence,33,0.3772495753209367,0.9976839938239835,3.9941601646817877,0.13998470553174813,3886,2765,2450,"disorder, oppositional, defiant, odd, characterize, violent, outburst, resistance","” Oppositional defiant disorder or ODD is characterized by violent outbursts, resistance to rules, and a predilection for spiteful behaviors — along with <t>attention deficit</t> disorder (ADHD or ADD) and may include, Asperger’s syndrome."
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,1,2026,075ec024bf5d7436,iratechsolutions.com,adhd,target_sentence,56,0.4411089171722715,1.0,5.310399546340247,0.13573192749053098,3073,2118,1916,"titration, testing, center, overview, founded, date, august, sectors",... ation Testing Center Tricks The Celebs Are Using Titration Testing Center: A Comprehensive Insight Titration What Is Titration <t>ADHD</t> a crucial analytical strategy made use of in chemistry and biology to figure out the concentration of a determined analyt ...
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,2,2022,684ed37558a80e8d,bipamerica.us,adhd,target_sentence,26,0.420191441645978,0.9996745850959974,4.946651928482141,0.13573192749053098,3073,2118,1916,"finding, small, study, united, states, australia, recover, summation",The findings <t>adhd</t> to 3 smaller studies from the United States and Australia — each of which recovered an summation successful eating upset hospitalizations during the pandemic.
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,3,2022,e495c96bf3f60dcc,naturalcures.com,attention_deficit,target_sentence,25,0.41852119234237073,0.9993491701919948,4.917606874519841,0.13573192749053098,3073,2118,1916,"disorder, condition, category, include, polar, manic, depression, dementia","Conditions in this category include <t>attention deficit</t> disorder (ADD), attention deficit hyperactivity disorder (ADHD), bi-polar disorder (manic depression), dementia, multiple personalities, psychosis, and schizophrenia."
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,4,2023,1e1b3e46a239a73c,personiv.com,adhd,target_sentence,10,0.4181764620872084,0.9990237552879921,4.911612135385986,0.13573192749053098,3073,2118,1916,"entrepreneur, pretty",And entrepreneurs are pretty <t>ADHD</t> if I might say that.
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,5,2024,14f956548d465c28,bridgingthegapsdyslexiacenter.com,attention_deficit,target_sentence,82,0.39506150081036984,0.9986983403839896,4.509651005288647,0.13573192749053098,3073,2118,1916,"disorder, struggle, learning, problem, processing, program, address, central",Among the learning problems our program addresses are: - <t>attention deficit</t> disorder (ADD) - attention deficit hyperactivity disorder (ADHD) - central auditory processing disorder - reading struggles - math struggles - memory challenges - moderate focus ...
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,6,2023,81c33fb12c274ec7,medicalrepublic.com.au,adhd,target_sentence,39,0.37813296853314327,0.998372925479987,4.215269721948078,0.13573192749053098,3073,2118,1916,"professor, michael, kohn, director, australia, head, department, aya","Professor Michael Kohn, a director of <t>ADHD</t> Australia, and head of department for AYA Medicine at Westmead Hospital, said that while the results were reassuring, patients still needed to be monitored for effects on weight, growth and blood pressure."
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,7,2022,923d521803639a9d,herenowhelp.com,attention_deficit,target_sentence,41,0.3728954967976754,0.9980475105759844,4.124191911674997,0.13573192749053098,3073,2118,1916,"disorder, common, mental, health, student, depression, anxiety, autism","The most common mental health disorders among students are depression, <t>attention deficit</t> disorder or attention deficit hyperactivity disorder, anxiety, autism spectrum disorder, obsessive compulsive disorder, post-traumatic stress disorder, tourette syn ..."
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,8,2022,442654342d17d90d,siredmundhillary.notts.sch.uk,attention_deficit,target_sentence,65,0.37050790235467,0.9977220956719818,4.0826724754522665,0.13573192749053098,3073,2118,1916,"include, disorder, learning, use, principle, category, look, physical","... ning Difficulties such as dyslexia, dyscalculia, dyspraxia (developmental co-ordination disorder) as well as global delay; and Communication and Interaction, which can include autistic spectrum disorders (ASD) and <t>attention deficit</t> disorders ADD/ ADHD)."
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,9,2024,3895a7fc26a4acca,pete.news,adhd,target_sentence,13,0.3668822040155968,0.9973966807679792,4.019622843471,0.13573192749053098,3073,2118,1916,"likely, result, dopamine, risky",More likely it’s a result of <t>ADHD</t> dopamine from doing something risky.
ADHD,clinical_only,Clinical,2022-2026,3,2022,2026,10,2025,3f167e3acb029bce,ics.nhs.uk,attention_deficit,target_sentence,37,0.3665867822790808,0.9970712658639765,4.014485562311707,0.13573192749053098,3073,2118,1916,"nice, clinical, referral, disorder, current, criterion, diagnosis, find",For ADHD and <t>attention deficit</t> disorder (ADD) current NICE clinical criteria for diagnosis and referral can be found in the appropriate NICE Clinical Knowledge summary and some ICBs may have local commissioning policies/referral thresholds in place.
ADHD,lived_only,Lived experience,2014-2017,1,2014,2017,1,2016,80b8d3c69882904e,criminal-record-check.life,adhd,target_sentence,49,0.407867051798003,1.0,5.872265205523915,0.07842263147932305,1085,898,771,"tell, prince, likely, possess, bed, census, deliver, mountain","He tells the prince's <t>adhd</t> that he is the likely one who possesses his bed's census, delivered on his mountain check, of casting a franchise bone and persuades them to take him with them as he is the social search left apparently who can make it often."
ADHD,lived_only,Lived experience,2014-2017,1,2014,2017,2,2017,7203541365cd664e,additudemag.com,adhd,target_sentence,73,0.4031280281654056,0.9990783410138249,5.787793282888414,0.07842263147932305,1085,898,771,"text, buy, thing, middle, world, completely, google, ads",To me the world itself seems to have gone completely <t>ADHD</t> whenever: - Google Ads suggest I buy things I just bought - The phone rings in the middle of a text conversation - I get a text while I’m in the middle of writing another text - I go to Facebook ...
ADHD,lived_only,Lived experience,2014-2017,1,2014,2017,3,2017,dab26a86444d33ce,mindfunda.com,attention_deficit,target_sentence,24,0.3912791509802256,0.9981566820276497,5.576589981427874,0.07842263147932305,1085,898,771,"learn, difficulty, know, nearly, child, disgnosis, disorder",Learning Difficulties: ADD + ADHD Did you know that nearly 8 % of all children between 3 and 17 get the disgnosis ADD (<t>Attention Deficit</t> Disorder)?
ADHD,lived_only,Lived experience,2014-2017,1,2014,2017,4,2016,76d4d3f5e6a0509f,healthyplace.com,adhd,target_sentence,23,0.38985279678006657,0.9972350230414746,5.551165571045558,0.07842263147932305,1085,898,771,"article, different, types, educational, assessment, tests, parent, advocate","next: Different Types of Educational Assessment Tests ~ back to Parent Advocate homepage ~ <t>adhd</t> library articles ~ all add/adhd articles APA Reference Staff, H."
